period,oha,ohv,ogs,ocp,ocf
1,1110.476560069456,153213.2,6836998.902703093,27216251.357421003,0.0
2,1166.0003880729287,145552.54,9339358.747497622,28567520.175732363,0.0
3,1107.6077906708756,145552.54000000004,12168906.8266797,29983527.48674301,0.0
4,1054.9527320659831,145552.54,15156542.897727221,31424807.842235625,0.0
5,1054.952732065983,145552.53999999998,18146617.26104886,32865779.35714479,0.0
6,1054.952732065983,145552.54,21016075.194892872,34274497.11824611,0.0
7,1054.9527320659818,145552.54000000004,23676578.50020227,35626720.414814584,0.0
8,1054.9527320659856,145552.54000000004,26075375.401804145,36899974.16365625,0.0
9,1054.9527320659831,145552.54000000007,28167073.222387847,38082683.90790117,0.0
10,1166.0003880729284,145552.54,29921854.891289387,39159285.3185408,0.0
