period,oha,ohv,ogs,ocp,ocf
1,3629.3603837788382,459639.6,6476497.255644268,27088758.443893574,0.0
2,3810.8284029677798,436657.61999999994,8613669.499047749,28299705.356672313,0.0
3,3810.8284029677825,436657.61999999994,11048174.274855863,29542982.8683729,0.0
4,3810.82840296778,436657.61999999994,13622770.44650443,30776063.052913897,0.0
5,3810.8284029677816,436657.6199999998,16189716.67848316,31984495.08287749,0.0
6,3447.8923645898967,436657.62,18634100.5345449,33142310.6068583,0.0
7,3447.8923645898963,436657.62000000005,20874556.596120194,34284012.343017556,0.0
8,3447.8923645898963,436657.61999999976,22875614.684106786,35396704.32689538,0.0
9,3447.8923645898963,436657.6199999999,24614614.576624576,36412744.036149025,0.0
10,3447.892364589896,436657.6199999999,26104622.84033948,37276537.76017946,0.0
