period,oha,ohv,ogs,ocp,ocf
1,5101.816805050551,612852.7999999999,6296246.432114855,27035193.31323625,0.0
2,5356.90764530308,582210.16,8242832.514073262,28189931.271674618,0.0
3,5356.90764530308,582210.1599999999,10461844.560293622,29348125.666078303,0.0
4,5356.90764530308,582210.1599999999,12798537.985788295,30482296.162713952,0.0
5,5245.946587434411,582210.1599999997,15116059.709422449,31567035.101661447,0.0
6,4846.725964798024,582210.1599999997,17307735.66904131,32597983.639577135,0.0
7,4846.725964798026,582210.1599999999,19296550.796070147,33586545.02219548,0.0
8,4846.7259647980245,582210.1599999999,21058684.009569976,34559815.66259154,0.0
9,4846.7259647980245,582210.1599999997,22568071.366282485,35449525.96723562,0.0
10,4846.725964798026,582210.1599999999,23862919.138871733,36203032.12014087,0.0
