period,oha,ohv,ogs,ocp,ocf
1,6750.538061777796,766066.0,6115995.608585446,26989308.362589825,0.0
2,7088.064964866688,727762.6999999994,7868522.955861135,28086673.248478096,0.0
3,7088.064964866682,727762.6999999998,9863150.018730685,29153805.864173442,0.0
4,7088.064964866686,727762.7,11949213.934278963,30165248.550785504,0.0
5,6462.150672229554,727762.6999999998,13997300.18146716,31140093.957260154,0.0
6,6413.011158688906,727762.6999999998,15910588.138515444,32023700.001908038,0.0
7,6413.011158688905,727762.6999999998,17623030.331246667,32835717.182117637,0.0
8,6413.011158688903,727762.6999999998,19115121.487244833,33631897.8198846,0.0
9,6413.011158688903,727762.6999999998,20376569.528690312,34394033.39449893,0.0
10,6413.011158688908,727762.6999999997,21460420.11990717,35035057.83877251,0.0
