period,oha,ohv,ogs,ocp,ocf
1,7152.696545108805,766066.0,6115995.608585447,26983057.47818712,0.0
2,7406.220868513151,727762.6999999993,7864910.105406871,28078216.520321287,0.0
3,6795.061717853362,727762.7000000003,9846964.648655185,29184748.309668,0.0
4,6795.061717853363,727762.6999999998,11935844.124278544,30283364.661985338,0.0
5,6795.061717853366,727762.6999999991,13966595.276739532,31183729.460745938,0.0
6,6795.061717853363,727762.6999999996,15851751.191299263,32033584.97703946,0.0
7,6795.061717853363,727762.6999999997,17514322.288482558,32909898.690734453,0.0
8,6795.061717853364,727762.6999999995,18940757.114761367,33791068.57003698,0.0
9,7510.331372364245,727762.7,20139071.243063364,34782289.286418535,0.0
10,7510.331372364248,727762.6999999994,21133995.4563923,35675395.3696598,0.0
