period,oha,ohv,ogs,ocp,ocf
1,4672.515736678385,536246.2,6386371.843879565,27061174.351134874,0.0
2,4438.889949844468,509433.88999999955,8424991.106322482,28246158.73953922,0.0
3,4438.8899498444625,509433.88999999955,10747543.551684106,29468692.006420307,0.0
4,4438.889949844467,509433.8899999998,13203868.299072018,30715151.09516452,0.0
5,4438.889949844464,509433.8899999998,15622976.08920108,31821223.61069717,0.0
6,4438.889949844467,509433.88999999966,17909422.266146507,32943529.864104852,0.0
7,4438.889949844467,509433.88999999966,19986830.19678928,34060416.97679014,0.0
8,4438.889949844467,509433.88999999966,21823792.331796587,35136297.24065405,0.0
9,4438.889949844467,509433.8899999996,23412143.2864913,36203461.3808903,0.0
10,4906.141523512306,509433.88999999984,24742363.88742553,37181017.375911675,0.0
