period,oha,ohv,ogs,ocp,ocf
1,6250.879279807995,751002.0,17135278.007892292,49756657.87153439,-328167.58748480794
2,6563.423243798392,713451.9000000003,20267391.58766017,49772758.17902155,-649712.6998504453
3,6563.423243798394,713451.9000000001,23708163.962804183,50147148.380489744,-823938.036570959
4,6563.423243798394,713451.9000000001,27363075.837874785,50784966.03340733,-934072.273905028
5,6563.423243798392,713451.9000000001,30993353.22349378,51201182.00753095,-979296.1429036477
6,5938.335315817592,713451.9000000001,34445587.91101417,51354570.86479151,-1051416.8194900465
7,5938.335315817593,713451.9000000001,37664133.62651064,51656892.342345394,-1126169.8108355664
8,5938.335315817591,713451.9,40599632.85996616,52125802.93658518,-1173610.6462507185
9,5938.335315817594,713451.9000000003,43191904.1056163,52624350.12997645,-1201851.6310447748
10,5938.335315817594,713451.8999999998,45625205.87643663,53201276.314714365,-1183525.2340956565
