period,oha,ohv,ogs,ocp,ocf
1,4425.234022681735,536429.9999999999,17387715.654951114,49801544.6315752,-332871.5829200364
2,4646.49572381582,509608.5000000002,20775522.826531593,49887583.86331548,-665892.7736881751
3,4646.495723815821,509608.5000000002,24483883.549345713,50317931.39404107,-849439.4856624546
4,4646.495723815822,509608.50000000035,28402929.525824573,51053336.662427,-969002.0538298151
5,4646.49572381582,509608.5,32295826.24643392,51569483.81326351,-1017414.6110324127
6,4203.972321547647,509608.5000000001,36011858.46130252,51820117.759723715,-1089601.2211963749
7,4203.97232154765,509608.50000000035,39484966.32143101,52154720.0909538,-1159029.0218746879
8,4203.97232154765,509608.5000000001,42641371.57453044,52656933.05811553,-1207213.0444482586
9,4203.972321547646,509608.4999999998,45436890.32174396,53189755.36424532,-1231780.9986597765
10,4203.972321547649,509608.5000000001,48003187.70611923,53754282.948200285,-1216549.189369098
