period,oha,ohv,ogs,ocp,ocf
1,5916.57377066686,965574.0,16882840.360833474,49851629.15795603,3100709.162202849
2,5620.745082133513,917295.2999999993,19775124.38315028,50031116.21978555,2996387.858086258
3,5620.745082133513,917295.2999999999,22958755.365589783,50521726.82245684,2992462.6641756706
4,5620.745082133514,917295.3000000002,26324092.267022684,51260371.35092251,3043530.9487360194
5,5620.745082133512,917295.3,29632965.471174043,51782344.37704821,3093229.4905603915
6,5991.982822799992,917295.2999999998,32737755.897603277,52019477.8476081,3121539.332367096
7,6212.402459200202,917295.3,35568374.53351358,52392617.83808119,3153411.617208065
8,6212.4024592002015,917295.3,38087613.458280735,52803904.408104025,3192237.4589935043
9,6212.402459200202,917295.2999999998,40263747.78611046,53231701.73429485,3231992.4903723053
10,6212.4024592002,1013852.7000000001,42068700.74301543,53627564.79633859,3266962.275164768
