period,oha,ohv,ogs,ocp,ocf
1,2508.266452129166,429144.0,17513934.47848053,49918578.33027614,3145033.1612037267
2,2382.8531295227085,407686.80000000034,21036948.31720429,50171792.35396928,3036054.078830375
3,2382.8531295227067,407686.8000000002,24880201.37686408,50756131.63012649,3035954.901451763
4,2382.8531295227076,407686.80000000016,28912564.215148307,51593079.638914876,3095221.361156981
5,2382.8531295227076,407686.8000000001,32889166.35803699,52227738.068952076,3156847.461182859
6,2382.8531295227067,450601.2000000001,36611699.31321999,52582307.26065642,3195516.614830668
7,2633.6797747356236,450601.20000000007,40042339.90065501,52995233.83586765,3238276.1747080395
8,2633.679774735624,407686.8000000001,43186458.38727204,53451050.934321254,3286177.9355045506
9,2633.6797747356227,407686.8000000001,45966694.26802375,53931588.109294936,3331537.0484455056
10,2633.679774735624,450601.20000000024,48418230.08400696,54415571.38580928,3374910.765295682
