period,oha,ohv,ogs,ocp,ocf
1,3840.0278254050927,643716.0,17261496.831421707,49889322.80195719,3127378.5522634964
2,3648.026434134838,611530.2000000002,20534360.99507336,50121322.986700736,3021216.798138148
3,3648.0264341348384,611530.2,24118022.9264275,50673609.193560794,3019229.5112282624
4,3648.0264341348366,611530.2000000001,27885731.469847307,51473001.474969625,3075458.809463909
5,3648.0264341348375,611530.2000000002,31595995.06534664,52062372.5875113,3132311.2025766578
6,3648.0264341348366,611530.2000000002,35102621.975723535,52366923.78739599,3168094.3103525476
7,4032.0292166753484,611530.2000000001,38327951.08163251,52769356.02462788,3205568.569111531
8,4032.0292166753466,611530.2000000003,41226533.963771224,53211603.69870267,3249557.272269875
9,4032.0292166753475,628503.7060074362,43748391.028951176,53668716.669473745,3292867.524418633
10,4032.029216675348,675901.8000000002,45942602.73212099,54118357.864007846,3333359.781695752
