period,oha,ohv,ogs,ocp,ocf
1,2513.450727098132,321858.0,17640153.30200994,49837864.114111386,-338038.98655637284
2,2639.1232634530393,305765.10000000003,21277061.041389506,50013852.37487935,-686049.6290779212
3,2639.123263453038,305765.1,25246615.45785318,50543620.24754848,-875961.0316013419
4,2639.1232634530384,305765.1,29429881.423309136,51346882.50260457,-998583.4215281134
5,2639.123263453039,305765.1000000001,33580366.79115022,51964540.01725967,-1051625.1406361489
6,2387.778190743225,305765.1,37538833.909991026,52303551.771039575,-1122308.72615754
7,2387.778190743226,305765.10000000015,41227090.545427755,52706176.6262784,-1187263.8867797018
8,2387.7781907432254,305765.10000000003,44585920.37034681,53191098.64964813,-1232786.2542448775
9,2387.7781907432254,305765.1,47575827.526423514,53738180.67182606,-1254564.2263595387
10,2387.778190743225,305765.1000000001,50276053.975212574,54297962.30725469,-1243771.3692720865
