period,oha,ohv,ogs,ocp,ocf
1,4523.291236302869,751002.0,17135278.007892292,49878903.682619244,3118852.374727878
2,4297.126674487723,713451.9000000001,20281397.717046995,50091336.73289016,3013085.172290624
3,4297.126674487724,713451.9,23731453.68198966,50626438.950893514,3010713.2491728235
4,4297.126674487724,713451.9,27365142.684312236,51406375.31790107,3065023.625746347
5,4297.126674487724,713451.8999999998,30941299.365114674,51973790.9503653,3119472.7256263983
6,4297.126674487724,713451.8999999999,34312080.9306076,52250164.10409605,3153584.0521504614
7,4749.455798118011,713451.8999999996,37406849.2852111,52645337.55779709,3188016.2623928115
8,4749.455798118011,713451.9,40180382.66768907,53081230.32500716,3230404.2978696413
9,4749.455798118015,713451.9,42601863.43406279,53530562.86561314,3273035.2159849755
10,4749.455798118012,788552.1,44668996.12291579,53964070.15394391,3311870.725321634
