period,oha,ohv,ogs,ocp,ocf
1,1467.136040994436,214571.99999999997,17766372.12553935,49867388.679693416,-340600.26767864375
2,1540.4928430441582,203843.40000000002,21531744.444181584,50090561.638800785,-694647.7324204844
3,1540.4928430441578,203843.40000000002,25635027.910953254,50669535.697954215,-887990.0607369293
4,1540.4928430441578,203843.4,29949573.29352142,51526138.16716116,-1012882.679441435
5,1540.4928430441573,203843.4,34227674.12577808,52193258.39982741,-1066789.7178413568
6,1393.7792389447138,203843.40000000002,38312642.22497834,52574878.54243502,-1137418.3392511867
7,1393.7792389447145,203843.40000000005,42118455.25178063,53002054.43014941,-1199784.2059091022
8,1393.7792389447143,203843.39999999997,45589640.410546616,53491711.57052118,-1244268.4336365398
9,1393.7792389447145,203843.40000000008,48690093.84573408,54026077.51117615,-1264401.4020476565
10,1393.7792389447138,203843.40000000002,51497007.8278827,54565579.15156628,-1252951.7659922987
