period,oha,ohv,ogs,ocp,ocf
1,3166.8669028479108,536429.9999999999,17387715.654951114,49902291.816699415,3135972.0621000375
2,3008.523557705518,509608.5000000001,20786359.15582126,50149422.11075022,3028887.7378387456
3,3008.523557705516,509608.4999999999,24500637.91548987,50716322.631961815,3027552.968330012
4,3008.523557705515,509608.5,28399587.330794297,51533966.20894199,3085540.399595568
5,3008.523557705516,509608.5000000002,32241965.217568796,52145785.2708692,3144879.4206644055
6,3008.523557705516,509608.5000000002,35881493.30167445,52475526.36102196,3182469.2829901977
7,3325.2102479903065,509608.50000000006,39235941.85585028,52889375.49180103,3222709.4928531866
8,3325.210247990306,509608.50000000006,42260634.59558163,53340636.771233715,3268493.3664151523
9,3325.2102479903056,509608.5,44923908.35972116,53812353.89256294,3313030.488510266
10,3325.2102479903065,563251.5000000001,47249613.91124283,54276674.178569704,3354744.0148448474
