period,oha,ohv,ogs,ocp,ocf
1,1195.5333634598394,214572.0,17766372.12553935,49925335.28225982,3158897.379353659
2,1135.7566952868476,203843.40000000002,21537870.537536025,50197329.559482396,3049087.370233855
3,1135.7566952868474,203843.40000000002,25640707.65660201,50815263.192747295,3051657.162168897
4,1135.7566952868472,203843.4,29938850.592091046,51696165.22052714,3115505.598471756
5,1135.7566952868478,225300.6,34158203.44511524,52381881.342763506,3181574.0329079605
6,1135.7566952868476,225300.60000000006,38169915.87401699,52777146.33982054,3226493.9954980835
7,1255.3100316328312,225300.6,41884319.07686899,53219125.53744891,3273630.2829204416
8,1255.3100316328314,203843.40000000002,45280758.0887111,53704240.002282195,3323325.6303807655
9,1255.3100316328314,225300.60000000003,48280032.6542177,54208946.11260177,3370992.2372046364
10,1255.3100316328316,225300.60000000006,50984121.58052597,54716367.47651347,3416080.3213641094
