period,oha,ohv,ogs,ocp,ocf
1,532.8999424821802,107286.00000000001,17892590.94906876,49925841.36187241,3165045.9769694037
2,506.25494535807115,101921.69999999998,21787788.092776492,50205964.282755055,3055158.819960074
3,506.2549453580711,101921.7,26019889.888656136,50841261.76693729,3059188.8207202205
4,506.25494535807104,103962.87771076988,30446796.44089178,51744553.57191358,3125504.463300362
5,506.2549453580712,111475.66972847251,34811903.234772235,52453274.09143852,3194423.822022826
6,506.25494535807115,112650.3,38965724.872247465,52866493.89000604,3241877.6098757857
7,559.5449396062892,112650.29999999999,42820146.49278022,53324905.05492284,3291070.298457623
8,559.5449396062893,112650.29999999999,46327678.800473414,53824307.40051217,3341916.637029723
9,559.5449396062893,112650.29999999997,49458168.99827142,54346994.191873215,3390812.74233528
10,559.5449396062891,112650.3,52282276.781299844,54865158.88413471,3437062.122237896
