period,oha,ohv,ogs,ocp,ocf
1,32634.957556182526,7302211.2,97992120.6887096,157572531.5969165,8493453.302860513
2,31003.209678373423,6937100.640000005,101579442.69510123,157638931.80700365,8451696.314661795
3,31003.209678373416,6937100.639999999,105332309.21754383,157850276.18904492,8430707.153267818
4,31003.209678373416,6937100.640000004,108934370.1271552,158381280.68272024,8450815.047831252
5,33383.61785837322,6937100.640000012,112145019.84842815,159103602.87671524,8457366.806742406
6,34266.70543399169,6937100.640000001,114813373.3406842,159919676.4171825,8462908.968605706
7,34266.70543399167,6937100.639999999,116878264.79961023,160753625.50125742,8460208.417123111
8,34266.705433991636,7089465.915893395,118116831.5986902,161174849.49425358,8433391.223011784
9,34266.705433991636,7667321.759999996,118000004.66131754,161260708.89498475,8387471.687676953
10,34266.70543399161,7667321.760000011,117116046.99849056,161048552.59971803,8356686.6135191005
