period,oha,ohv,ogs,ocp,ocf
1,15105.127339595867,3651105.5999999996,102287539.04165077,157788715.9952412,8701988.22838854
2,14349.870972616067,3468550.3200000008,109907353.67508245,158489667.5675266,8675758.53736839
3,14349.870972616081,3468550.3200000017,117658367.57113367,159469867.84290266,8697740.331822712
4,14349.870972616069,3468550.3200000003,125171428.08528672,160667330.20255363,8752236.597334936
5,15860.38370657565,3468550.319999999,132120285.52070625,162080990.74098527,8806162.1265929
6,15860.383706575658,3468550.3200000003,138357797.2410721,163590397.43977836,8861939.9446532
7,15860.383706575658,3468550.320000003,143769996.09661242,165049451.0600112,8904740.853122946
8,15860.383706575654,3468550.3200000036,148279334.2460062,166023565.17029786,8925612.759359155
9,15860.383706575654,3468550.3200000003,151829572.20156625,166605445.6398001,8929010.356570918
10,15860.383706575667,3468550.32,154357150.97905418,166857334.66393825,8916756.490827518
