period,oha,ohv,ogs,ocp,ocf
1,4164.041235791491,912776.3999999998,105509102.80635668,157814228.10988006,8820768.201197278
2,3955.8391740019174,867137.58,116142285.34669794,158900335.90654162,8799143.117964942
3,3955.8391740019188,867137.5799999996,126903321.16323029,160428525.3481221,8854814.477009032
4,3955.839174001915,867137.5800000001,137409568.93557337,162192083.70512068,8946667.461793043
5,4372.243297581067,867137.5799999996,147289206.71089473,164117853.00910476,9036528.923479151
6,4372.243297581066,867137.5800000001,156305492.3857262,166048848.4684039,9118462.312583422
7,4372.243297581069,867137.5799999998,164290813.76409978,167868684.71288607,9190254.940431712
8,4372.24329758107,867137.5799999997,171101714.63950282,169141343.71181878,9236284.49354574
9,4372.243297581065,867137.5799999993,176690973.07691312,169967477.92908803,9265261.354115296
10,4372.2432975810625,867137.5800000001,181040896.84071127,170433572.47274798,9279323.072886614
