period,oha,ohv,ogs,ocp,ocf
1,37016.02568142638,8214987.600000001,96918266.10047427,157546700.60546207,8444945.587969849
2,35165.22439735501,7804238.220000007,99494121.60574399,157376700.45531002,8385159.923518896
3,35165.224397355036,7804238.219999997,102215560.79497981,157205224.4718143,8325204.211764876
4,35165.22439735501,7804238.220000004,104794506.44471514,157575740.2191786,8357807.669670729
5,38038.69404958101,7804238.220000002,107059693.60439983,158210937.80303627,8368290.106329397
6,38866.8269654977,7804238.219999999,108916049.78181414,158941887.69974658,8373333.433854572
7,38866.826965497654,7804238.219999997,110247274.12393548,159661688.23646078,8361535.049902013
8,38866.82696549759,7804238.220000006,110974502.17206356,159978476.48385245,8326675.552337841
9,38866.82696549761,8625736.980000008,110087183.86839163,159926940.33922285,8254188.832988044
10,38866.82696549762,8625736.98000001,108335853.78415585,159452712.2383158,8203402.931577224
