period,oha,ohv,ogs,ocp,ocf
1,29309.24368987922,6389434.8,99065975.27694489,157157948.56205106,-1678345.9090154031
2,30774.705874373198,6708906.540000004,102878904.41825001,156768729.77590778,-1928804.5817675206
3,30774.705874373165,6708906.540000003,106801263.12151365,156583156.59398583,-2100758.4708767226
4,30774.70587437317,6069963.060000006,111372570.53224738,156890472.1070207,-2226145.809629214
5,30774.705874373154,6069963.060000002,115798207.85038388,157695565.3108076,-2304545.478810232
6,30774.705874373165,6069963.060000007,120025517.41191038,158753791.32659134,-2300879.26562835
7,30522.692019005997,6069963.06,123921332.97538838,159492872.99633995,-2282551.402933093
8,27843.78150538522,6069963.06,127092806.61014755,160127816.28344145,-2315417.2161816577
9,27843.781505385232,6069963.060000003,129465229.16100438,160781874.44253048,-2340319.9469240205
10,27843.78150538523,6069963.060000005,131420441.36191648,161509728.3918802,-2355332.150189938
