period,oha,ohv,ogs,ocp,ocf
1,4189.755667141894,912776.3999999999,105509102.80635667,157611844.03692308,-1759090.188004807
2,3980.267883784798,867137.5800000001,116138023.57442486,158555786.42448315,-2244295.3389536818
3,4033.571602623065,867137.5799999998,126916792.35758245,159994092.16051957,-2515097.0143655976
4,4029.8916249182157,867137.5799999998,137502990.57011294,161711519.94819078,-2664719.007455542
5,4342.763777650669,867137.5800000001,147587430.34508237,163587489.4286073,-2749701.8861723877
6,4399.243450498985,867137.5800000003,156937541.33640572,165488933.47456577,-2806790.5354306526
7,4399.243450498988,867137.5799999997,165345830.875277,167297697.10312447,-2853690.10855232
8,4399.243450498988,867137.5799999997,172642997.56228068,168575267.08545437,-2871229.9155362714
9,3980.267883784798,867137.58,178812598.7887347,169455389.26429355,-2868077.3298364747
10,3980.2678837847984,867137.58,183809842.78674293,170019327.077237,-2876555.561498959
