period,oha,ohv,ogs,ocp,ocf
1,7991.543530104073,1825552.8000000003,104435248.21812133,157815735.98280367,8781112.440435484
2,7591.966353598872,1734275.159999998,114063840.39665361,158772248.23239994,8756561.920714144
3,7591.966353598871,1734275.1599999983,123825759.73320684,160124547.35706964,8800476.25159638
4,7591.966353598875,1734275.159999999,133334548.77504101,161722544.81148967,8881071.829969449
5,8391.12070660928,1734275.1599999955,142230810.79633278,163465553.40836853,8955810.816937434
6,8391.120706609277,1734275.159999997,150317982.8111205,165256857.3155122,9028567.573124547
7,8391.120706609283,1734275.1599999983,157446213.18055555,166970629.25906312,9090225.176337339
8,8391.120706609281,1734275.1599999983,163477028.15947223,168141932.64232212,9126867.940971524
9,8391.12070660928,1734275.1599999988,168379919.50277045,168898204.8634484,9146267.812470505
10,8391.120706609281,1734275.1599999983,172104354.19862399,169296000.31110862,9150903.737244684
