period,oha,ohv,ogs,ocp,ocf
1,15227.10217127105,3651105.5999999996,102287539.04165079,157792472.7484462,8701779.401943265
2,14465.74706270749,3468550.32,109907279.07051176,158494098.40686536,8674991.19764251
3,14465.747062707507,3468550.3199999994,117659680.7422628,159476582.60557222,8697133.476107247
4,14465.747062707489,3468550.320000001,125173503.10604927,160672720.4288106,8750822.82052244
5,15988.457279834593,3468550.3199999994,132118915.82981807,162080933.48313555,8803588.80891442
6,15988.457279834596,3468550.3199999994,138354970.53085384,163587509.25813115,8859083.49176282
7,15988.457279834594,3468550.320000004,143766988.2979898,165048898.68557596,8900970.296060555
8,15988.457279834605,3833660.8800000013,147845503.82714903,165995192.4403944,8911241.375455186
9,15988.457279834607,3833660.8800000004,150949876.82825506,166516267.33689478,8916844.98805649
10,15988.457279834605,3833660.8800000018,153011034.95061547,166691220.97581932,8907148.843349727
