period,oha,ohv,ogs,ocp,ocf
1,36560.7974884476,8214987.600000001,96918266.1004743,157215176.74874553,-1649380.7121783565
2,35170.369253805264,7804238.22000001,99463850.02337055,156572845.76162344,-1810686.3838167728
3,38388.83736286998,7804238.220000006,102110242.14556292,155871709.5025553,-1955858.0753023752
4,38388.83736286991,7804238.220000012,104605826.04022706,156048351.76440665,-2070288.5857736992
5,38388.83736286996,7804238.220000012,106983447.48687807,156452015.0585585,-2103783.1983668087
6,38388.83736286995,7804238.220000008,109223991.99165396,157115217.66565415,-2078624.8170033407
7,38388.837362869985,7804238.220000012,111134203.94252728,157473981.59692588,-2030023.7488603508
8,36474.003603083715,7804238.22000001,112241319.10653538,157626263.57793072,-2040162.578345925
9,34732.757614025235,7804238.220000017,112661207.28398131,158144856.60727462,-2101490.988962087
10,34732.757614025184,7804238.22,113075465.724306,158812506.53813073,-2136758.573529759
