period,oha,ohv,ogs,ocp,ocf
1,23514.87811952985,5476658.399999999,100139829.86518021,157711964.3436256,8605031.462908467
2,22339.13421355337,5202825.480000002,105742369.97535665,158118195.41472608,8572797.408525566
3,22339.134213553363,5202825.479999996,111494920.06809394,158736901.59875774,8572305.729301542
4,22339.13421355336,5202825.480000006,117060399.16680413,159591454.616577,8607487.43108235
5,24690.622025506367,5202825.480000004,122145618.50818531,160655696.45883667,8637271.335153572
6,24690.62202550634,5202825.480000011,126586717.58858083,161793690.8921848,8664871.941061476
7,24690.622025506353,5202825.4799999995,130329256.77663024,162930533.91106817,8684648.862673279
8,24690.62202550636,5674101.90299926,132773232.78659518,163605772.60874584,8670534.981848624
9,24690.622025506356,5750491.320000003,134310767.59855065,163888174.374312,8659389.029224068
10,24690.622025506334,5750491.320000007,134998021.1611373,163882366.10088792,8642412.464444807
