period,oha,ohv,ogs,ocp,ocf
1,0.0,0.0,106582957.39459197,157790656.76566607,8858885.451803822
2,0.0,0.0,118224920.51249859,158972163.1841886,8837091.056440333
3,0.0,0.0,129989851.70913523,160644384.69835004,8903706.323825123
4,0.0,0.0,141494120.42720646,162560823.9659139,9009821.884951996
5,0.0,0.0,152371267.0116893,164621474.70722023,9113042.975225486
6,0.0,0.0,162362883.529429,166683802.98814917,9208128.010646673
7,0.0,0.0,171267016.11607596,168618433.40532938,9292568.337305829
8,9081.812574321537,1450688.9224758644,177213923.8516505,170153171.9872903,9296449.201978689
9,177617.97044847967,36319520.356305666,140847939.92307478,171424007.15272337,7704642.863145312
10,409374.66533349873,86033116.1265354,44819219.91296636,160849729.78813115,4196950.193448086
