period,oha,ohv,ogs,ocp,ocf
1,8951.560966833518,1825552.8000000003,104435248.21812136,157420306.9093383,-1746135.1773454142
2,8503.982918491844,1734275.1600000006,114058597.57286045,158091665.66281918,-2206815.3231606367
3,8503.982918491838,1734275.1600000004,123844056.02148217,159265904.69213426,-2474676.4248995823
4,8503.982918491844,1734275.1599999997,133484033.9960703,160743645.4957395,-2621298.647235174
5,9399.139015175195,1734275.1600000006,142735848.03808352,162428237.22475427,-2714366.63102159
6,9399.139015175198,1734275.1600000004,151403607.58931097,164163837.64128944,-2759931.1624480565
7,9399.139015175195,1734275.1600000001,159293123.27616423,165812068.09488696,-2804381.744726813
8,8761.76655427325,1734275.1599999995,166215697.37152648,166978318.47246632,-2827549.964102763
9,8503.982918491838,1734275.16,172099258.4556546,167822926.15913814,-2838633.8930522627
10,8503.982918491845,1734275.1599999995,176904752.8723069,168557077.90798187,-2844998.771628218
