period,oha,ohv,ogs,ocp,ocf
1,32751.3558197406,7302211.199999999,97992120.68870963,157191249.0857144,-1664664.8998067903
2,31361.671134879365,6937100.639999998,101546938.09636769,156663057.59875256,-1877060.7821070424
3,34388.923610727594,6937100.639999997,105207843.32324289,156246933.95949134,-2053276.320391655
4,34388.92361072758,6937100.640000006,108745348.9748919,156483205.60769027,-2179168.4351693317
5,34388.9236107276,6937100.6400000015,112129618.92889309,157153234.2441355,-2234912.3858758057
6,34388.92361072761,6937100.6400000015,115342166.99534635,158076041.55515152,-2216045.067915518
7,34388.92361072762,6937100.640000002,118220661.57061116,158667445.8269938,-2169839.244858341
8,31891.616249463303,6937100.640000005,120301975.28939399,159025504.51080948,-2173678.4053677185
9,31113.788028753563,6937100.640000001,121615057.05560963,159615793.94026753,-2218985.858321873
10,31113.788028753548,6937100.639999992,122774571.97956415,160272274.8677386,-2244484.213782761
