period,oha,ohv,ogs,ocp,ocf
1,11610.489942042326,2738329.2,103361393.62988603,157811311.2543419,8742088.374589687
2,11029.965444940208,2601412.7399999993,111985527.57058002,158638027.8371667,8715449.620315861
3,11029.965444940211,2601412.7399999993,120737343.9830297,159804300.70484215,8749152.790759854
4,11029.965444940206,2601412.7400000007,129240287.6803262,161222068.82866618,8817480.79056696
5,12191.014439144436,2601412.7399999993,137160611.69966224,162802495.12670565,8880743.249824898
6,12191.01443914443,2601412.7399999993,144324414.79170448,164444362.1446391,8943638.59778264
7,12191.014439144434,2601412.7399999998,150595732.35082456,166025143.5735347,8995839.46204152
8,12191.014439144441,2875245.659999999,155533601.19598255,167075742.5458414,9014794.974325927
9,12191.014439144446,2875245.659999999,159426772.31872734,167709272.66684565,9028266.731540179
10,12191.014439144437,2875245.6600000006,162246081.19694936,167997168.07003435,9026216.514861578
