period,oha,ohv,ogs,ocp,ocf
1,28114.617019465582,6389434.799999999,99065975.27694486,157680444.66919357,8555941.36451173
2,26708.886168492318,6069963.060000004,103663122.75979502,157963836.04309914,8524225.938443953
3,26708.886168492296,6069963.059999993,108413058.93095787,158350906.06930354,8503097.728783073
4,26708.886168492325,6069963.0600000005,112968173.2721339,159034028.3892795,8529239.353068562
5,29219.124513995535,6069963.06000001,117064412.16569838,159910757.1039857,8542481.221385201
6,29520.34787043883,6069963.06,120568920.453302,160865855.2235919,8557941.516522223
7,29520.347870438865,6069963.059999999,123417545.47948797,161825835.36600307,8565627.411545714
8,29520.34787043888,6069963.060000002,125561648.4995271,162380486.14828363,8555602.741566485
9,29520.347870438873,6708906.540000002,126217996.49897213,162601006.9661693,8516511.25768132
10,29520.347870438847,6708906.540000005,126096612.61558232,162540522.6590237,8499592.357984457
