period,oha,ohv,ogs,ocp,ocf
1,32535.894120055196,7302211.2,97992120.68870959,157570682.98530164,8493773.221983999
2,30909.09941405246,6937100.640000005,101578975.44307013,157632614.49431205,8451541.722830474
3,30909.09941405246,6937100.639999999,105330792.041855,157861238.03779083,8433168.260726165
4,30909.099414052445,6937100.640000004,108934498.30108087,158388962.9125469,8452247.048190424
5,33612.82312186917,6937100.640000012,112142972.03010969,159117754.8835693,8458160.484920673
6,34162.688826058,6937100.639999999,114808449.90043378,159925854.16969007,8463858.842545893
7,34162.68882605799,6937100.639999999,116872985.62405989,160754539.09176323,8461057.18983184
8,34162.68882605793,6937100.639999996,118277544.85590015,161180623.46893755,8438274.450273486
9,34162.68882605793,7667321.759999999,118156878.09738135,161278277.59693328,8386850.927130943
10,34162.688826057914,7667321.76000001,117272459.60771325,161076012.52730367,8357524.6976875225
