period,oha,ohv,ogs,ocp,ocf
1,24856.563608016666,5476658.399999999,100139829.86518024,157095994.7025348,-1693400.4980092682
2,24306.012480646263,5202825.480000003,105712981.01770382,156909653.18742707,-2007497.1195861383
3,26099.391788417466,5202825.480000003,111408692.34887566,157033970.706567,-2229481.2400140245
4,26099.391788417477,5202825.4799999995,117038901.62236604,157670767.33907843,-2370024.3907570248
5,26099.391788417495,5202825.479999999,122499084.17736255,158769717.1979512,-2432848.9898218005
6,26099.391788417484,5202825.480000006,127725623.05539802,160059635.3865096,-2421629.4865668206
7,26099.391788417463,5202825.479999999,132583232.27185291,160946804.68392763,-2402181.8100056695
8,23613.735427615793,5202825.479999999,136733182.22339743,161733051.0081754,-2451328.754553947
9,23613.735427615815,5202825.480000001,139973360.35406727,162391384.15480328,-2463353.988133004
10,23613.73542761578,5202825.4799999995,142510911.25150096,163106967.54461336,-2466290.844702951
