period,oha,ohv,ogs,ocp,ocf
1,8121.351134563127,1825552.8,104435248.21812133,157818261.77750444,8780700.934207328
2,7715.283577834975,1734275.1599999976,114064360.92761068,158776438.48524642,8756061.052389838
3,7715.2835778349745,1734275.159999998,123827407.41760801,160133018.76124758,8800061.696006207
4,7715.283577834979,1734275.159999999,133336142.29750969,161727781.90333846,8879095.07454055
5,8527.418691291292,1734275.1599999985,142230228.17085278,163469907.590639,8953564.323464748
6,8527.418691291285,1734275.1599999971,150308652.53298366,165254456.5315923,9024720.902907073
7,8527.41869129129,1734275.1599999988,157426897.72212625,166965892.11892495,9086515.70906544
8,8527.41869129129,1916830.4399999985,163231784.65588394,168124969.95640314,9117563.821240302
9,8527.418691291292,1916830.4399999988,167905502.3468371,168849641.18255383,9137225.691917272
10,8527.41869129129,1916830.4399999978,171396233.04475427,169209688.0198486,9141810.558853354
