period,oha,ohv,ogs,ocp,ocf
1,4234.274846129159,912776.4000000001,105509102.80635668,157813096.35843116,8820077.815592261
2,4022.5611038227016,867137.5800000002,116142047.10405944,158899638.71843365,8798661.102909312
3,4022.5611038227025,867137.58,126903046.59741211,160426676.75300375,8854123.81756135
4,4022.561103822697,867137.5800000008,137407224.41373074,162193349.37379628,8945894.485263834
5,4445.988588435619,867137.5799999998,147285295.22871336,164120146.36741707,9035203.174168987
6,4445.988588435617,867137.5800000002,156299994.92076102,166051180.71182087,9116947.06833813
7,4445.988588435616,867137.5799999998,164282710.71387887,167867994.0841974,9188503.353844155
8,4445.988588435621,958415.22,170983926.3798733,169136874.891477,9231721.052714266
9,4445.988588435615,958415.2199999999,176463059.18928933,169951050.58341038,9260555.623697
10,4445.988588435616,958415.2200000008,180699256.17183614,170395858.58397618,9275470.484502472
