period,oha,ohv,ogs,ocp,ocf
1,21256.076589427197,4563882.0,101213684.4534155,157114409.1802582,-1707616.293633547
2,20927.440791742098,4335687.899999997,107789350.43518363,157136857.68859294,-2066604.486008661
3,22318.880418898545,4335687.899999997,114502891.66190131,157474907.19358337,-2300260.171928065
4,22318.880418898556,4335687.9,121148241.79659064,158300389.00284022,-2448619.960613553
5,22318.880418898552,4335687.899999997,127585956.93724154,159563752.64998096,-2520405.1922412766
6,22318.880418898574,4335687.899999999,133727962.28127384,161001369.6100935,-2519817.7565757222
7,21888.789722659483,4335687.899999998,139413405.09562835,162055320.00824165,-2514197.1859850446
8,20193.272759955817,4335687.900000003,144379111.3987009,162979658.40319934,-2571074.493052586
9,20193.27275995582,4335687.899999998,148435528.7674438,163779530.35556638,-2577773.2751643914
10,20193.27275995581,4335687.899999998,151701835.48530737,164404093.8617261,-2569063.0456269532
