period,oha,ohv,ogs,ocp,ocf
1,580.3686251465368,107286.0,17892590.949068762,52843067.69093344,-337398.6095016764
2,609.3870564038637,101921.7,21789125.350838035,54234342.09353167,-645372.2406028582
3,551.35019388921,101921.69999999998,26026208.256478358,56217801.40678487,-805006.7264457754
4,551.3501938892101,101921.69999999997,30465851.865612816,58568270.87994626,-886230.3246275155
5,551.35019388921,101921.69999999997,34859917.39284489,60959617.13377113,-905660.7944125239
6,551.3501938892098,101921.69999999997,39056787.468662366,63424509.70765689,-931348.597456865
7,551.3501938892099,101921.69999999997,42966840.27472439,65868720.52361001,-926684.3302152517
8,551.35019388921,101921.69999999997,46540355.565687895,68263088.28385013,-900258.4538469096
9,551.3501938892098,101921.69999999998,49742507.98412985,70530857.95919026,-852562.4405264643
10,551.35019388921,101921.69999999998,52639369.59466563,72587236.82838821,-763941.3205231962
