period,oha,ohv,ogs,ocp,ocf
1,2018.5606560992755,321858.0,17640153.302009936,52754418.59931184,-320105.4873267275
2,2119.488688904239,305765.1000000002,21293340.46972515,54032932.72951538,-615172.8213229637
3,2119.488688904239,305765.10000000015,25279744.79387477,55863345.465114266,-768293.4801020118
4,2119.4886889042396,305765.1000000002,29466898.614126988,58053166.46603413,-850072.5236891347
5,2119.4886889042396,305765.1000000001,33609738.50952383,60287179.350008346,-873375.6422389135
6,2111.5217345230003,305765.1000000002,37568422.51083076,62619326.10072673,-903407.6495511107
7,1917.632623294311,305765.1000000002,41259614.7808896,64955462.49281239,-906052.8511825155
8,1917.632623294311,305765.10000000015,44639005.472423844,67250744.76547997,-886425.7941351308
9,1917.6326232943115,305765.10000000015,47679255.5486356,69423994.96637759,-844967.0284280032
10,1917.632623294311,305765.10000000015,50456398.54954867,71384147.96170847,-759194.7458912348
