period,oha,ohv,ogs,ocp,ocf
1,2727.798374626287,383033.0,6566622.667408977,26696702.056400873,1525759.7308413126
2,2591.408455894971,363881.35,8799401.549605276,27797449.233179938,1609441.3308355839
3,2591.408455894972,363881.35,11338546.873654565,28776553.54221639,1682227.6767140422
4,2591.4084558949717,363881.35000000015,14007992.067404956,29530038.9370223,1736019.0773891022
5,2591.4084558949726,363881.35000000003,16646310.56887217,30018224.11404124,1770106.6157442366
6,2591.408455894973,371276.2630868015,19125439.361923806,30280363.120947335,1786116.8991368008
7,2675.6364877234455,402184.64999999997,21339358.30982788,30392088.263942614,1790100.6063852564
8,2864.1882933576017,402184.6499999999,23279162.174283188,30452691.308733128,1788482.319018071
9,2864.188293357601,402184.65,24905358.905168306,30469447.387309648,1787903.4779993738
10,2864.188293357601,402184.64999999997,26211411.637114562,30459624.209085934,1786438.9222192932
