period,oha,ohv,ogs
1,0.0,0.0,7017249.726232503
2,0.0,0.0,9700620.051466752
3,0.0,0.0,12719229.361935288
4,0.0,0.0,15896765.982466124
5,0.0,0.0,19068525.8238494
6,0.0,0.0,22104938.24670586
7,0.0,0.0,24911251.59021332
8,0.0,0.0,27433001.584129617
9,0.0,0.0,29624894.22127207
10,0.0,0.0,31466099.055057645
