period,oha,ohv,ogs,ocp,ocf
1,5500.362634139026,612852.8,6296246.432114858,27033317.796316996,0.0
2,5281.0182285431365,582210.1599999996,8238934.915621701,28190236.824029177,0.0
3,5225.344502432077,582210.1599999999,10451816.911931505,29376469.04667269,0.0
4,5225.344502432075,582210.1599999999,12788699.656375056,30570991.587052993,0.0
5,5225.344502432072,582210.1599999999,15080205.553009287,31596365.015200544,0.0
6,5225.344502432074,582210.1599999996,17234242.65469679,32636634.697879165,0.0
7,5225.344502432072,582210.1599999999,19175143.706682052,33685913.22849906,0.0
8,5225.344502432075,582210.1599999998,20878951.915150635,34708078.91850288,0.0
9,5225.344502432077,582210.1599999999,22342828.138317168,35745968.419722006,0.0
10,5775.380765845977,582210.1599999999,23563732.47570371,36702315.90124623,0.0
