period,oha,ohv,ogs,ocp,ocf
1,2927.864273061314,383033.0,6566622.667408976,27117005.78004187,0.0
2,3074.2574867143794,363881.3499999999,8798039.813940926,28358334.394217063,0.0
3,3074.2574867143803,363881.35,11336861.328548668,29637505.158195928,0.0
4,3074.2574867143803,363881.35000000003,14022827.048332639,30925785.82113211,0.0
5,3074.25748671438,363881.34999999986,16704012.07543692,32190417.412101265,0.0
6,2781.4710594082485,363881.35000000003,19264456.71407026,33421288.24259946,0.0
7,2781.4710594082467,363881.34999999986,21620698.528630383,34626482.194450006,0.0
8,2781.471059408248,363881.35000000015,23734877.454504512,35794752.49993554,0.0
9,2781.471059408248,363881.35000000003,25582638.227712728,36867154.804597855,0.0
10,2781.471059408248,363881.34999999986,27161041.441609718,37788531.39605716,0.0
