period,oha,ohv,ogs,ocp,ocf
1,2048.8426295462646,306426.4,6656748.079173682,26711823.297094703,1534394.6599151408
2,1946.4004980689508,291105.07999999996,8983064.661903499,27824024.522390474,1617608.9483099177
3,1946.400498068951,291105.07999999996,11624991.721019387,28818912.002968032,1691275.4055437387
4,1946.400498068951,291105.08,14407882.986510772,29594556.72494842,1746248.721734933
5,1946.4004980689508,291105.07999999996,17167149.933699485,30107673.868908703,1781909.2779945151
6,1946.400498068951,293827.2097680144,19775856.823924173,30391716.175285865,1800165.7886531425
7,2076.3096759050045,321747.72000000015,22123200.8065792,30523222.210161377,1806017.5083176356
8,2151.2847610235776,321747.72000000003,24195740.76797128,30587298.05204408,1806387.6154488956
9,2151.2847610235776,321747.72000000015,25951991.281271804,30608746.59188417,1806115.770958543
10,2151.2847610235776,321747.7200000001,27382396.79503977,30604013.910000402,1805612.1722724366
