period,oha,ohv,ogs,ocp,ocf
1,4143.489790123805,459639.60000000003,6476497.25564427,26641521.943231177,-487167.88466886384
2,4350.6642796299975,482621.58,8552281.802162176,27678222.34866493,-513026.18829257623
3,4350.664279629994,436657.6199999999,10976223.775368582,28561695.56356492,-521379.2135190076
4,4014.0422135704202,436657.62,13541565.891342815,29282782.50152161,-528695.1372773871
5,4350.6642796299975,436657.62,16111931.80442056,29694966.06318394,-515909.82214953145
6,4033.9762670244327,436657.6199999999,18557590.171500254,29823802.140660375,-510695.13989819
7,4350.664279629996,436657.62,20782539.020978,29839952.556294456,-521240.925836203
8,4051.3715828602094,436657.62000000005,22749562.845414534,29875506.042371858,-538723.514162038
9,3936.315300617616,436657.62000000017,24436545.316058986,29935171.479930926,-549547.9784220607
10,3936.3153006176176,436657.62,25865458.403864745,30007101.55617707,-550944.950656112
