period,oha,ohv,ogs,ocp,ocf
1,1873.3468295783894,229819.8,6746873.490938389,27185716.36077354,0.0
2,1779.6794880994705,218328.80999999997,9155399.632325748,28505478.416007407,0.0
3,1779.679488099471,218328.80999999988,11883611.780290283,29883271.153306264,0.0
4,1779.67948809947,218328.80999999997,14772693.654643286,31286354.447646625,0.0
5,1779.6794880994703,218328.80999999994,17664661.584484648,32672408.017040476,0.0
6,1779.6794880994705,218328.80999999988,20439346.716696125,34031867.62002127,0.0
7,1779.67948809947,218328.80999999997,23006295.83331898,35346532.519618735,0.0
8,1779.6794880994703,218328.80999999997,25319507.7335269,36603725.47160519,0.0
9,1779.6794880994707,218328.8099999999,27329006.492490828,37769099.4979517,0.0
10,1967.014171057309,218328.80999999997,29015793.63957351,38835219.39900883,0.0
