period,oha,ohv,ogs,ocp,ocf
1,1111.9930134665472,153213.2,6836998.902703092,27202494.39568504,0.0
2,1072.2148016197639,145552.54,9344552.883708883,28547442.238725476,0.0
3,1167.5926641398746,145552.54,12181381.80826103,29952454.7645226,0.0
4,1167.5926641398746,145552.53999999995,15174954.0127696,31390253.621916328,0.0
5,1167.5926641398746,145552.54000000004,18166893.083868053,32828036.70440553,0.0
6,1167.5926641398748,145552.54000000007,21038701.7191663,34239164.68669885,0.0
7,1167.5926641398744,145552.53999999995,23704241.884587567,35591902.81915404,0.0
8,1167.5926641398744,145552.54,26110828.367673457,36858283.28944205,0.0
9,1056.3933627932197,145552.53999999998,28216465.79865799,38019965.54759172,0.0
10,1056.3933627932197,145552.54,29999264.431964602,39066758.52466076,0.0
