period,oha,ohv,ogs,ocp,ocf
1,2234.7877951758173,306426.4,6656748.079173683,27147604.447249576,0.0
2,2346.527184934608,291105.07999999984,8981080.766459981,28418233.536017105,0.0
3,2346.5271849346077,291105.08,11624150.959701601,29740735.434959278,0.0
4,2346.527184934608,291105.07999999984,14418604.267639054,31065199.560694654,0.0
5,2346.527184934608,291105.0800000001,17207696.570182394,32391358.120361988,0.0
6,2231.4718394714314,291105.08,19875091.37972334,33698665.79603818,0.0
7,2134.563570781377,291105.0800000001,22340278.92602593,34964927.10434242,0.0
8,2123.0484054170256,291105.0800000001,24564117.13719161,36173839.80223872,0.0
9,2123.048405417026,291105.07999999996,26512388.65074958,37289980.01182828,0.0
10,2123.0484054170265,291105.07999999996,28171963.88603311,38258091.91716174,0.0
