period,oha,ohv,ogs,ocp,ocf
1,2008.703723670857,229819.8,6746873.490938388,26686630.403582152,-492031.7591967362
2,2109.1389098543996,241310.78999999998,9130886.628175013,27779142.936671507,-528385.9083637223
3,2109.1389098544,241310.78999999998,11835324.158226984,28741115.23339227,-546722.1008002928
4,1942.5678005730633,218328.81000000006,14724867.621384896,29506080.42440994,-560252.2148306546
5,1908.2685374873138,218328.8099999999,17624416.95478449,30007023.342798386,-564998.88850125
6,1960.9967522703387,218328.81,20406100.565496854,30290599.564768612,-571405.4450135991
7,2109.1389098543996,218328.80999999994,22982676.561283782,30431397.046461117,-574767.5716707939
8,2109.1389098544,218328.81,25302862.12958383,30494288.91884407,-574731.8148393098
9,1908.268537487314,218328.80999999997,27317282.476615034,30542588.44210366,-575735.8388579972
10,1908.2685374873138,218328.80999999997,29024403.704067893,30598149.809861176,-574538.485109201
