period,oha,ohv,ogs,ocp,ocf
1,5725.885063676379,689459.4,6206121.020350153,26642388.22137469,1488219.153232595
2,6012.179316860199,654986.4299999992,8056773.353258645,27644699.472319998,1560160.8021613045
3,5488.792451492223,654986.4299999997,10160016.51759647,28528311.36862375,1632810.349917801
4,5439.590810492563,654986.4299999995,12352390.376813442,29189695.409823895,1687709.562817516
5,5439.590810492564,654986.4299999994,14498521.44526579,29571309.07726489,1717514.3269296272
6,5439.590810492563,654986.4299999998,16499594.4843408,29741812.999605525,1726807.6414099794
7,5439.59081049256,654986.4299999994,18286235.737915475,29810971.832895588,1722466.3030039754
8,6012.179316860201,723932.3700000001,19729289.46463446,29858893.076471023,1713850.888754018
9,6012.179316860199,723932.3699999998,20873021.82691413,29868413.939789884,1709684.8282059801
10,6012.179316860201,706371.5225464712,21728292.806119427,29815590.348837927,1706625.6537241822
