period,oha,ohv,ogs,ocp,ocf
1,3897.7638081554605,459639.6,6476497.255644271,27094415.71174539,0.0
2,3702.875617747688,436657.62,8608929.054537188,28305842.728727102,0.0
3,3702.8756177476903,436657.61999999994,11036129.226371761,29566327.284377873,0.0
4,3702.875617747687,436657.62000000005,13607539.987038832,30863199.619766843,0.0
5,3702.875617747688,436657.62000000005,16149950.518083598,32052233.324890282,0.0
6,3702.875617747689,436657.61999999994,18566078.11103556,33228200.003167737,0.0
7,3702.875617747688,436657.62,20777031.154329814,34403240.20598327,0.0
8,3702.8756177476894,436657.62,22740897.080539912,35527754.40538264,0.0
9,3702.87561774769,436657.6199999999,24444613.176659983,36632453.07948477,0.0
10,4092.651998563235,436657.62000000005,25870198.198062904,37634331.16735205,0.0
