period,oha,ohv,ogs,ocp,ocf
1,524.2368938558458,98235.91268600433,6901678.064248969,26743128.26215596,1553295.8565168355
2,498.0250491630532,93324.11705170415,9474181.78907661,27895221.570710935,1637493.744956119
3,498.0250491630533,93324.11705170412,12378804.503481966,28924085.85712784,1711756.977778585
4,498.0250491630534,94131.17971273478,15437134.91474896,29743571.717312336,1770183.4000401623
5,498.02504916305344,93501.6362201915,18487948.88731451,30307705.241838057,1809119.028390198
6,498.0250491630534,103147.70832030456,21391076.64265889,30639120.903491836,1831026.8314620655
7,550.4487385486378,103147.70832030455,24065160.765377607,30811995.292277213,1841840.9935032895
8,550.4487385486378,103147.70832030455,26458088.90070671,30892958.563984685,1846863.0680051548
9,550.4487385486376,103147.70832030456,28527295.65245909,30927242.505535677,1848668.4623272945
10,550.4487385486381,103147.70832030458,30253644.32368753,30939473.699188754,1849558.441192266
