period,oha,ohv,ogs,ocp,ocf
1,7116.419130924776,766066.0,6115995.608585447,26611540.82942575,-479856.874010375
2,7472.240087471012,727762.6999999995,7864868.122883039,27568617.28676566,-484126.4645487343
3,7472.240087471012,727762.6999999996,9854916.945808617,28367213.821062904,-474112.3980019776
4,7472.240087471017,727762.6999999997,11943945.015729403,28952174.947575647,-460751.9546839068
5,7472.2400874710165,727762.6999999997,14000541.897258218,29184225.959059466,-432245.7515578445
6,7091.268118340009,727762.6999999997,15916835.488544546,29157020.135081775,-426387.13613785064
7,6760.598174378533,727762.6999999996,17607136.698517803,29079543.34960831,-440445.6242000718
8,6760.598174378535,727762.6999999997,19053807.18037025,29046381.735977825,-467190.32984495227
9,6760.598174378535,727762.6999999997,20253920.67704618,29071200.13645688,-490905.8396722639
10,6760.598174378539,727762.6999999994,21270600.708933104,29155988.464668907,-494164.9580676626
