period,oha,ohv,ogs,ocp,ocf
1,721.2402436015885,76606.60000000002,6927124.314467798,26716314.842141166,-494886.09520177793
2,685.1782314215092,80436.93000000001,9509448.432257555,27850210.566422246,-537333.024693601
3,757.3022557816679,80436.93,12425565.296626328,28865992.85085902,-558807.3901664608
4,723.2795443860323,80436.93000000001,15502099.396607518,29679223.771815438,-574012.3684471651
5,757.302255781668,72776.26999999999,18588112.39518062,30235584.70268685,-580861.2230454204
6,757.3022557816678,72776.26999999999,21551616.258129608,30566457.00040679,-585300.9674275792
7,757.302255781668,72776.27,24300488.84335788,30737129.52024308,-587247.1969920687
8,757.302255781668,72776.26999999999,26776117.955513854,30819250.735706214,-587913.9451493603
9,685.178231421509,72776.27,28933237.660844773,30861540.65978151,-587398.3803457369
10,685.178231421509,72776.27,30752029.24193764,30894486.808560543,-587233.8699747906
