period,oha,ohv,ogs,ocp,ocf
1,6296.939254492174,689459.4,6206121.020350153,27007734.27650904,0.0
2,6340.0451610174405,654986.429999999,8052279.22919675,28131331.454630103,0.0
3,5982.092291767565,654986.4299999999,10151992.994952276,29281851.543097578,0.0
4,5982.092291767565,654986.4299999996,12366733.910395125,30427592.273623854,0.0
5,5982.092291767564,654986.429999999,14528522.932964085,31387542.359312687,0.0
6,5982.0922917675625,654986.4299999995,16547855.858742168,32329380.627550792,0.0
7,5982.0922917675625,654986.4299999995,18350081.51809691,33296979.354610045,0.0
8,5982.092291767564,654986.4299999994,19916761.433121443,34253717.6607134,0.0
9,6299.967189147164,654986.4299999997,21253179.589919787,35272092.140511736,0.0
10,6611.786217216783,654986.4299999995,22363865.50279353,36199616.07205159,0.0
