period,oha,ohv,ogs,ocp,ocf
1,3179.339606643801,383033.0,6566622.667408976,27122084.82907054,0.0
2,3020.3726263116096,363881.3499999998,8793499.042040084,28366268.81966791,0.0
3,3020.372626311611,363881.35000000003,11323969.777449695,29665859.545857206,0.0
4,3020.372626311611,363881.3499999999,14006017.699479956,31010834.100699794,0.0
5,3020.3726263116105,363881.3499999999,16667214.39819334,32263554.63782452,0.0
6,3020.3726263116096,363881.35,19205897.12828359,33499492.439821173,0.0
7,3020.3726263116105,363881.3499999999,21540083.73255,34723760.789923385,0.0
8,3020.3726263116105,363881.35,23627521.032211345,35902133.19572309,0.0
9,3020.3726263116123,363881.3499999998,25439673.837069493,37041450.10497484,0.0
10,3338.30658697599,363881.3499999999,26959682.98771281,38065557.27374142,0.0
