period,oha,ohv,ogs,ocp,ocf
1,622.2911795674453,76606.6,6927124.314467798,27236643.358089346,0.0
2,591.176620589073,72776.26999999999,9522062.325252222,28621287.492233843,0.0
3,591.176620589073,72776.27,12449350.848488292,30069374.792789485,0.0
4,591.1766205890727,72776.27,15536945.603960373,31545701.037325006,0.0
5,591.1766205890729,72776.26999999999,18625056.39626754,33019389.748605516,0.0
6,653.4057385458176,72776.26999999999,21587834.46995862,34458759.18300448,0.0
7,653.4057385458176,72776.27,24334101.415873066,35837445.66734058,0.0
8,653.4057385458175,72776.26999999999,26808297.469553262,37129666.56219413,0.0
9,653.4057385458175,72776.26999999999,28965433.461581785,38311487.7588676,0.0
10,653.4057385458175,72776.26999999999,30783917.56472212,39375412.395354606,0.0
