period,oha,ohv,ogs,ocp,ocf
1,0.0,0.0,7017249.726232503,0.0,0.0
2,0.0,0.0,9700620.051466752,0.0,0.0
3,0.0,0.0,12719229.361935288,0.0,0.0
4,0.0,0.0,15896765.982466124,0.0,0.0
5,0.0,0.0,19068525.8238494,0.0,0.0
6,0.0,0.0,22104938.24670586,0.0,0.0
7,0.0,0.0,24911251.59021332,0.0,0.0
8,0.0,0.0,27433001.584129617,0.0,0.0
9,0.0,0.0,29624894.22127207,0.0,0.0
10,0.0,0.0,31466099.055057645,0.0,0.0
