period,oha,ohv,ogs,ocp,ocf
1,1637.0362961292558,229819.8,6746873.490938389,27175376.570810426,0.0
2,1718.8881109357183,218328.81,9163997.582519375,28481383.231720265,0.0
3,1718.8881109357187,218328.8100000001,11905685.90927568,29838023.755843557,0.0
4,1718.8881109357185,218328.81,14803835.37214335,31220167.02306259,0.0
5,1718.888110935719,218328.81000000006,17698448.501144223,32606619.48498593,0.0
6,1718.888110935719,218328.81,20470767.027466986,33972633.75408658,0.0
7,1682.330513300517,218328.81000000008,23040769.706125427,35286604.732666254,0.0
8,1555.1844813227924,218328.81000000006,25361481.14536494,36532279.436516784,0.0
9,1555.1844813227929,218328.81,27395102.913180877,37677422.5596435,0.0
10,1555.1844813227929,218328.80999999997,29119945.24862811,38689423.56063645,0.0
