period,oha,ohv,ogs,ocp,ocf
1,24856.563608016666,5476658.399999999,100139829.86518024,157095994.7025348,-1693400.4980092682
2,24306.012480646263,5202825.480000003,105712981.01770382,156909653.18742707,-2007497.1195861383
3,26099.391788417463,5202825.480000003,111408692.34887566,157033970.706567,-2229481.2400140245
4,26099.391788417473,5202825.479999999,117038901.62236604,157670767.3390784,-2370024.390757025
5,26099.391788417495,5202825.479999998,122499084.17736255,158769717.19795123,-2432848.9898218005
6,26099.39178841748,5202825.480000005,127725623.05539802,160059635.38650963,-2421629.4865668206
7,26099.39178841747,5202825.479999999,132583232.2718529,160946804.68392763,-2402181.8100056695
8,23613.735427615793,5202825.479999999,136733182.22339743,161733051.00817534,-2451328.7545539476
9,23613.73542761582,5202825.480000001,139973360.3540673,162391384.15480325,-2463353.988133004
10,23613.735427615782,5202825.4799999995,142510911.25150093,163106967.5446133,-2466290.844702951
