period,oha,ohv,ogs,ocp,ocf
1,27957.455570652182,6389434.799999999,99065975.27694489,157675869.4845791,8556168.846775852
2,26559.582792119585,6069963.060000002,103663539.40279633,157963723.9399366,8525208.499463988
3,26559.58279211956,6069963.059999993,108414357.24952193,158350081.6568367,8503907.04088401
4,26559.582792119567,6069963.059999998,112969161.71252368,159032994.78663063,8531229.895302232
5,29329.328374991146,6069963.060000008,117066850.70173201,159914748.49999046,8544251.967668295
6,29355.328349184765,6069963.0600000005,120571859.5007221,160872161.16046086,8560627.369014703
7,29355.328349184794,6069963.059999997,123422490.2237789,161829174.56168407,8568286.609272659
8,29355.328349184798,6069963.0600000005,125572384.33133455,162382427.1804325,8558349.882875148
9,29355.328349184787,6069963.059999998,126982462.09763534,162642984.0799438,8539279.060924232
10,29355.32834918478,6069963.06,127653729.0499862,162701320.3720478,8518512.23497177
