period,oha,ohv,ogs,ocp,ocf
1,36725.47129037405,8214987.6,96918266.10047427,157542805.6367025,8445938.294063801
2,34889.197725855316,7804238.220000008,99493388.6685198,157359474.76242718,8385539.588028249
3,34889.19772585533,7804238.220000001,102212371.64404327,157226117.98643526,8332770.970837752
4,34889.197725855316,7804238.2200000025,104792060.64622329,157585196.81200528,8361614.221093175
5,38561.74485489274,7804238.220000006,107050833.2885228,158230515.02926412,8370890.091525589
6,38561.74485489277,7804238.219999999,108894939.58076496,158959132.09090748,8376707.436275516
7,38561.7448548927,7804238.220000001,110212173.28695768,159672593.55097744,8364196.550488409
8,38561.74485489266,7804238.220000012,110926049.11985813,159978731.68767372,8329668.410435833
9,38561.74485489269,7804238.219999997,110978559.7302906,159987666.84921613,8283452.819638263
10,38561.74485489266,7804238.220000004,110257566.05533971,159699616.24617535,8221022.418409782
