period,oha,ohv,ogs,ocp,ocf
1,36560.797488447606,8214987.6,96918266.1004743,157215176.74874553,-1649380.7121783565
2,35170.36925380527,7804238.22000001,99463850.02337055,156572845.76162344,-1810686.3838167728
3,38388.83736286998,7804238.220000008,102110242.14556292,155871709.5025553,-1955858.0753023752
4,38388.83736286991,7804238.22000001,104605826.04022706,156048351.76440665,-2070288.5857736992
5,38388.83736286996,7804238.220000013,106983447.48687805,156452015.05855852,-2103783.1983668082
6,38388.83736286995,7804238.220000009,109223991.99165395,157115217.66565415,-2078624.8170033407
7,38388.837362869985,7804238.22000001,111134203.94252728,157473981.5969259,-2030023.7488603508
8,36474.00360308372,7804238.220000011,112241319.10653542,157626263.57793072,-2040162.5783459253
9,34732.75761402523,7804238.220000018,112661207.2839813,158144856.6072746,-2101490.9889620864
10,34732.75761402519,7804238.22,113075465.72430599,158812506.5381307,-2136758.573529759
