period,oha,ohv,ogs,ocp,ocf
1,18849.06728352185,4563882.0,101213684.4534155,157721314.9296318,8651486.621810911
2,17906.61391934576,4335687.899999999,107829259.20176768,158258628.30467862,8622290.935980102
3,17906.613919345764,4335687.899999993,114593576.40470532,159082031.55913976,8639033.581749164
4,17906.61391934574,4335687.8999999985,121160341.79697217,160116070.92488354,8686455.679021832
5,19791.520647697937,4335687.899999999,127207922.53674749,161371925.1789198,8731282.39725011
6,19791.520647697937,4335687.900000004,132592626.1681397,162721721.1438007,8774833.875795549
7,19791.520647697937,4335687.900000002,137213159.10342455,164045195.62651625,8807907.389548978
8,19791.520647697944,4335687.899999999,140977776.03691062,164883055.06545457,8819638.297175663
9,19791.52064769796,4335687.8999999985,143873981.37632963,165355296.41363654,8814879.623918682
10,19791.52064769792,4335687.900000003,145861776.9309687,165530400.06782407,8800148.355878128
